label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
27,0.4053397476673126,0.8004140257835388,2.0723534532862686e-07,0.43880322575569153,0.7769625186920166,-0.003180506406351924,0.47705110907554626,0.7974094152450562,-0.0073935589753091335,0.5027827620506287,0.8287374377250671,-0.010772522538900375,0.519070565700531,0.8579049110412598,-0.014093572273850441,0.47745776176452637,0.8122265934944153,-0.01805567368865013,0.5065729022026062,0.8573808670043945,-0.027883900329470634,0.5231351852416992,0.8928237557411194,-0.03335312381386757,0.5337738394737244,0.9226653575897217,-0.03640814498066902,0.4651797115802765,0.8414509296417236,-0.021070566028356552,0.49521833658218384,0.8867404460906982,-0.028180819004774094,0.5139687657356262,0.9206730127334595,-0.03147862106561661,0.5266510248184204,0.9496844410896301,-0.0341302827000618,0.45018550753593445,0.8700112700462341,-0.02347112074494362,0.47984108328819275,0.9129162430763245,-0.02952611818909645,0.49788036942481995,0.9425249099731445,-0.03016330488026142,0.5106219053268433,0.9655423760414124,-0.03067852184176445,0.43411898612976074,0.8946130871772766,-0.025865666568279266,0.4560162425041199,0.9312310814857483,-0.03066427819430828,0.46938762068748474,0.9518375396728516,-0.029911702498793602,0.4794740378856659,0.966710090637207,-0.028915679082274437
27,0.4459691643714905,0.47224289178848267,-1.2854742692525178e-07,0.47579288482666016,0.43988528847694397,-0.003978643100708723,0.4887995719909668,0.40578848123550415,-0.011388660408556461,0.49842187762260437,0.3800041079521179,-0.020407700911164284,0.505771279335022,0.3573774993419647,-0.028042349964380264,0.45254313945770264,0.33508771657943726,-0.007217615842819214,0.4826681613922119,0.3121674656867981,-0.020530957728624344,0.4905813932418823,0.3276471495628357,-0.028108233585953712,0.4872984290122986,0.32684388756752014,-0.03284027427434921,0.44347530603408813,0.34282177686691284,-0.012976132333278656,0.48597440123558044,0.3337462246417999,-0.02624690905213356,0.487405925989151,0.3704095184803009,-0.027909977361559868,0.4767826199531555,0.37617355585098267,-0.027479328215122223,0.43996328115463257,0.36080119013786316,-0.020033011212944984,0.48094111680984497,0.36019352078437805,-0.03188469260931015,0.481009840965271,0.39158353209495544,-0.02825893647968769,0.47104787826538086,0.3969489634037018,-0.02441542036831379,0.441278338432312,0.38430842757225037,-0.02786358632147312,0.47211799025535583,0.3835708498954773,-0.03430730849504471,0.4730907082557678,0.40472057461738586,-0.03105195239186287,0.4651975631713867,0.41018375754356384,-0.02787235751748085
82,0.456461638212204,0.5177425742149353,1.2275506833248073e-07,0.46942272782325745,0.49682873487472534,0.0004453718720469624,0.4855765700340271,0.46909645199775696,-0.0011138488771393895,0.5005499124526978,0.4523236155509949,-0.004191624000668526,0.5120642185211182,0.4388742446899414,-0.0073153432458639145,0.4801662564277649,0.4438093304634094,-0.0026375369634479284,0.49886664748191833,0.40964066982269287,-0.01050011906772852,0.5122281908988953,0.3861600160598755,-0.01633359305560589,0.5224552750587463,0.3673282861709595,-0.019964993000030518,0.48165103793144226,0.44547364115715027,-0.008202636614441872,0.5020816922187805,0.40728479623794556,-0.01558005902916193,0.5169211626052856,0.3816220164299011,-0.021423958241939545,0.5287520885467529,0.35904937982559204,-0.0249407347291708,0.486569344997406,0.4539898931980133,-0.01395358331501484,0.5073449015617371,0.4160516858100891,-0.02032015100121498,0.5208761096000671,0.39267298579216003,-0.024292849004268646,0.5313069820404053,0.3729174733161926,-0.026281703263521194,0.4950050413608551,0.4680313169956207,-0.019876990467309952,0.5122292637825012,0.4411163330078125,-0.024079082533717155,0.5227460861206055,0.4237293004989624,-0.02534474804997444,0.5313714742660522,0.40958476066589355,-0.02572658099234104
82,0.4729820489883423,0.5258162021636963,1.6058442042776733e-07,0.4798618257045746,0.49477434158325195,0.0008282778435386717,0.4952230453491211,0.4647238552570343,-0.0014207116328179836,0.5092055201530457,0.4464283287525177,-0.005295769777148962,0.5217660665512085,0.4346923828125,-0.009134954772889614,0.4983731210231781,0.44882187247276306,-0.0031542673241347075,0.5173296332359314,0.4116801917552948,-0.012042886577546597,0.5315881371498108,0.3850998878479004,-0.018302083015441895,0.5424777269363403,0.36485522985458374,-0.02185201831161976,0.5012168288230896,0.4510717988014221,-0.008995071984827518,0.5212655067443848,0.4103744328022003,-0.017064819112420082,0.5363265872001648,0.38273054361343384,-0.022634882479906082,0.5477692484855652,0.3604433834552765,-0.02565796487033367,0.5070372819900513,0.4596301019191742,-0.015023073181509972,0.5274674296379089,0.4193732738494873,-0.021651720628142357,0.5420746207237244,0.393546998500824,-0.02525058202445507,0.553000271320343,0.37279921770095825,-0.026853084564208984,0.5157759785652161,0.4737999141216278,-0.02119569107890129,0.5335728526115417,0.4455665051937103,-0.02510674111545086,0.5454678535461426,0.42710092663764954,-0.025857964530587196,0.5550342202186584,0.41183483600616455,-0.02578631602227688
82,0.5398479104042053,0.5419220924377441,-3.932302305997837e-08,0.5327581763267517,0.5029309391975403,-0.0006023016758263111,0.5289033055305481,0.4678076207637787,-0.0012923588510602713,0.5291889309883118,0.44449952244758606,-0.0034187715500593185,0.5323001742362976,0.4264497458934784,-0.005053700413554907,0.5443533062934875,0.4303382635116577,0.005970064550638199,0.5359018445014954,0.3953494429588318,0.0011387418489903212,0.5298634767532349,0.3650760054588318,-0.005111803766340017,0.525542676448822,0.33996492624282837,-0.009974774904549122,0.5489152073860168,0.4312470257282257,0.0022605827543884516,0.540155827999115,0.3934776782989502,-0.001254610251635313,0.5334941148757935,0.3641045093536377,-0.00558570446446538,0.5284350514411926,0.34068840742111206,-0.008927864953875542,0.552464485168457,0.4354431629180908,-0.0024908401537686586,0.5425238609313965,0.4013386070728302,-0.005885595455765724,0.5366954803466797,0.37009739875793457,-0.00735189625993371,0.5311533212661743,0.3463398516178131,-0.008350967429578304,0.5543044805526733,0.44520431756973267,-0.008028642274439335,0.5478888750076294,0.41433754563331604,-0.010644547641277313,0.5425918102264404,0.38861098885536194,-0.010370619595050812,0.5374495387077332,0.36846739053726196,-0.009817042388021946
82,0.5306463241577148,0.5424082279205322,3.966869144278462e-08,0.5134416222572327,0.5167422294616699,-0.004512600135058165,0.4972473084926605,0.4836565852165222,-0.007778710685670376,0.4837646782398224,0.45895931124687195,-0.011170475743710995,0.4705311357975006,0.43946486711502075,-0.01494346372783184,0.5084560513496399,0.43891361355781555,-0.004685365129262209,0.49280327558517456,0.3948528468608856,-0.01037131529301405,0.4803767502307892,0.36523714661598206,-0.015631547197699547,0.46909862756729126,0.34221068024635315,-0.019601261243224144,0.5082173347473145,0.4381733536720276,-0.006716068834066391,0.4900364875793457,0.39113932847976685,-0.0119324941188097,0.47618940472602844,0.3608429431915283,-0.017732122913002968,0.4642552137374878,0.33846020698547363,-0.022486956790089607,0.5053267478942871,0.4445524215698242,-0.009174443781375885,0.486011803150177,0.40051978826522827,-0.013454918749630451,0.47079241275787354,0.3734414279460907,-0.018351953476667404,0.45841172337532043,0.35495805740356445,-0.022162895649671555,0.499155730009079,0.4570755362510681,-0.012106908485293388,0.48154839873313904,0.4256461560726166,-0.015566184185445309,0.4692714810371399,0.4068026542663574,-0.01815352588891983,0.458964079618454,0.3934131860733032,-0.02019229158759117
82,0.5067882537841797,0.5442178249359131,1.4716266605319106e-07,0.4949724078178406,0.5054025053977966,0.00390624045394361,0.4777505397796631,0.47627657651901245,0.002147751860320568,0.45990151166915894,0.46056532859802246,-0.0015872071962803602,0.4448816776275635,0.45182761549949646,-0.00574530242010951,0.47571861743927,0.44628968834877014,0.0002415594062767923,0.4533977210521698,0.40563762187957764,-0.006987930741161108,0.4399915635585785,0.3791462182998657,-0.012579547241330147,0.4290167987346649,0.3575325012207031,-0.016244998201727867,0.47048941254615784,0.4519190788269043,-0.007146104238927364,0.44580620527267456,0.40445438027381897,-0.013023038394749165,0.4312475323677063,0.37474942207336426,-0.017510198056697845,0.4198061227798462,0.3494512438774109,-0.02082948386669159,0.46394777297973633,0.46371331810951233,-0.014603855088353157,0.44081971049308777,0.41769683361053467,-0.018920928239822388,0.42800256609916687,0.39164072275161743,-0.022351130843162537,0.41906067728996277,0.36993956565856934,-0.02502775564789772,0.45595479011535645,0.4811469316482544,-0.021887781098484993,0.44016772508621216,0.4513061046600342,-0.025220584124326706,0.4296320378780365,0.432698518037796,-0.026633361354470253,0.42115846276283264,0.41619637608528137,-0.027658741921186447
82,0.7284716963768005,0.7145379781723022,-2.749051759565191e-07,0.7042091488838196,0.678162157535553,-0.001905673649162054,0.6803836822509766,0.6431804895401001,-0.008859268389642239,0.66192626953125,0.6236823797225952,-0.016676880419254303,0.6456054449081421,0.6152742505073547,-0.024832002818584442,0.7023584842681885,0.6068243384361267,-0.01723663881421089,0.6708908677101135,0.5882835984230042,-0.03354702889919281,0.6590121984481812,0.6009087562561035,-0.04530042037367821,0.6582633852958679,0.6128029823303223,-0.0522061362862587,0.7129769325256348,0.6278349161148071,-0.024925442412495613,0.679901123046875,0.6198720335960388,-0.03677855432033539,0.6678268313407898,0.6343191266059875,-0.04173659533262253,0.6651745438575745,0.6467235684394836,-0.045962367206811905,0.7219117879867554,0.6586339473724365,-0.03277235105633736,0.6900509595870972,0.6553003191947937,-0.044061217457056046,0.680108904838562,0.6664391756057739,-0.04243699833750725,0.6779753565788269,0.6750989556312561,-0.04127435013651848,0.7271778583526611,0.6934915781021118,-0.04048691689968109,0.6991876363754272,0.6887734532356262,-0.049985501915216446,0.6907612085342407,0.6924346685409546,-0.0469694547355175,0.6884646415710449,0.6943027973175049,-0.04384114593267441
82,0.33564838767051697,0.5979433655738831,1.422024666908328e-07,0.3708241283893585,0.5775021314620972,0.0005655521526932716,0.3893730044364929,0.5418352484703064,0.00022677553351968527,0.40277475118637085,0.5209441184997559,-0.0027490484062582254,0.4161168038845062,0.5102900862693787,-0.00557194696739316,0.3734937608242035,0.49106845259666443,0.00986187718808651,0.39345505833625793,0.4595976769924164,0.00118852814193815,0.4116523861885071,0.4350477457046509,-0.008922371082007885,0.4262470602989197,0.41508927941322327,-0.016348281875252724,0.36886268854141235,0.4913734197616577,0.00240957154892385,0.3931807279586792,0.45807650685310364,-0.003915580455213785,0.4112977981567383,0.4343811869621277,-0.01156061515212059,0.42661264538764954,0.411477655172348,-0.017473310232162476,0.36667850613594055,0.49483615159988403,-0.006638788618147373,0.3896887004375458,0.4640566110610962,-0.011963442899286747,0.4070585370063782,0.4400346279144287,-0.014088872820138931,0.4210665225982666,0.41830822825431824,-0.015679413452744484,0.36644917726516724,0.5026729702949524,-0.016866134479641914,0.38495492935180664,0.4750049114227295,-0.019544949755072594,0.39794957637786865,0.45451685786247253,-0.018494434654712677,0.40921318531036377,0.4369441866874695,-0.017945142462849617
82,0.380429744720459,0.7079651355743408,2.235271097106306e-07,0.3691430687904358,0.6630948185920715,-0.00821488257497549,0.36382871866226196,0.6127938628196716,-0.016610566526651382,0.3619256615638733,0.5753573179244995,-0.023214060813188553,0.35970795154571533,0.5453178286552429,-0.029881523922085762,0.37958890199661255,0.6340487003326416,-0.029423853382468224,0.4055706560611725,0.5824429392814636,-0.04022859036922455,0.4205394983291626,0.5542951226234436,-0.0440296046435833,0.432100385427475,0.5328762531280518,-0.04490926116704941,0.3948003053665161,0.6572386026382446,-0.03002793714404106,0.42124736309051514,0.5977073907852173,-0.039170634001493454,0.43631604313850403,0.563054084777832,-0.04121684283018112,0.446957528591156,0.5376865267753601,-0.042261358350515366,0.40899965167045593,0.674349308013916,-0.02988816238939762,0.43229880928993225,0.618019700050354,-0.036742012947797775,0.4455626606941223,0.5847131013870239,-0.03716344013810158,0.45425543189048767,0.5610021948814392,-0.03685211017727852,0.4208751916885376,0.6848030686378479,-0.02992469072341919,0.4387543499469757,0.6380549073219299,-0.03393792733550072,0.4487624168395996,0.6119776368141174,-0.032892439514398575,0.45592835545539856,0.5927398204803467,-0.031735457479953766
